pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
CAL	AUR	LG4	59001	60000	0.0145551601423487	909	818	56200	2168
CLV	ARI	LG4	59001	60000	0.0027522935779816	240	12	4360	39416
CLV	AUR	LG4	59001	60000	0.0018570102135561	240	8	4308	39468
ARI	AUR	LG4	59001	60000	0.0225862590799031	894	1194	52864	5504
PUN-Y	GRA	LG4	59001	60000	0.0292378449408672	909	1780	60880	12080
PUN-Y	CAL	LG4	59001	60000	0.0215951711204875	909	1474	68256	4704
PUN-Y	CLV	LG4	59001	60000	0.0075700227100681	240	40	5284	49436
PUN-Y	ARI	LG4	59001	60000	0.0238035422685592	894	1516	63688	9272
LON	PAR	LG4	59001	60000	0.0285187594881804	909	1578	55332	3036
LON	PUN-Y	LG4	59001	60000	0.0219760796559241	909	1492	67892	5068
LON	PUN-R	LG4	59001	60000	0.0097604006601787	909	686	70284	2676
LON	GRA	LG4	59001	60000	0.0312010648293141	909	1594	51088	7280
GRA	ARI	LG4	59001	60000	0.031397621762502	894	1542	49112	9256
GRA	AUR	LG4	59001	60000	0.0251159500039305	909	1278	50884	7484
CAL	CLV	LG4	59001	60000	0.0018365472910927	240	8	4356	39420
CAL	ARI	LG4	59001	60000	0.0175392865122514	894	942	53708	4660
PUN-Y	AUR	LG4	59001	60000	0.0226851020530316	909	1516	66828	6132
PUN-R	GRA	LG4	59001	60000	0.0310231648046455	909	1966	63372	9588
PUN-R	CAL	LG4	59001	60000	0.0110425278894614	909	780	70636	2324
PUN-R	CLV	LG4	59001	60000	0.0011295180722891	240	6	5312	49408
PAR	PUN-Y	LG4	59001	60000	0.0277928826052806	909	1840	66204	6756
PAR	PUN-R	LG4	59001	60000	0.0308289097590853	909	2114	68572	4388
PAR	GRA	LG4	59001	60000	0.0171232876712328	909	860	50224	8144
PAR	CAL	LG4	59001	60000	0.0247734790737811	909	1378	55624	2744
LON	PAR	LG4	60001	61000	0.0347504899743705	747	922	26532	28252
LON	PUN-Y	LG4	60001	61000	0.020574291081492	847	920	44716	23764
LON	PUN-R	LG4	60001	61000	0.0200178598005655	847	1076	53752	14728
LON	GRA	LG4	60001	61000	0.0282243332115454	444	618	21896	32888
GRA	ARI	LG4	60001	61000	0.0146767155890519	353	296	20168	34616
GRA	AUR	LG4	60001	61000	0.0242884250474383	432	512	21080	33704
CAL	CLV	LG4	60001	61000	0.0	15	0	720	40368
CAL	ARI	LG4	60001	61000	0.0155404050531381	425	310	19948	34836
PUN-Y	GRA	LG4	60001	61000	0.0277248056329763	444	756	27268	41212
PUN-Y	CAL	LG4	60001	61000	0.0174992291088498	439	454	25944	42536
PUN-Y	CLV	LG4	60001	61000	0.0	23	0	1156	50204
PUN-Y	ARI	LG4	60001	61000	0.0246975088967971	525	694	28100	40380
PUN-Y	AUR	LG4	60001	61000	0.0204505411527812	695	650	31784	36696
PUN-R	GRA	LG4	60001	61000	0.033062562348582	444	928	28068	40412
PUN-R	CAL	LG4	60001	61000	0.017849073655671	439	474	26556	41924
PUN-R	CLV	LG4	60001	61000	0.0066006600660066	23	8	1212	50148
LON	CAL	LG4	60001	61000	0.012945914844649	437	270	20856	33928
LON	CLV	LG4	60001	61000	0.0	23	0	912	40176
LON	ARI	LG4	60001	61000	0.0253951340792044	518	572	22524	32260
LON	AUR	LG4	60001	61000	0.0171872547480772	688	438	25484	29300
PUN-R	ARI	LG4	60001	61000	0.0318945499248736	525	934	29284	39196
PUN-R	AUR	LG4	60001	61000	0.0202861163227016	695	692	34112	34368
GRA	CAL	LG4	60001	61000	0.0233729599032843	350	464	19852	34932
GRA	CLV	LG4	60001	61000	0.0	15	0	720	40368
PAR	PUN-Y	LG4	60001	61000	0.0305504019789734	754	988	32340	36140
PAR	PUN-R	LG4	60001	61000	0.0368632707774798	754	1320	35808	32672
PAR	GRA	LG4	60001	61000	0.0151283033320566	427	316	20888	33896
PAR	CAL	LG4	60001	61000	0.0212975744429106	416	432	20284	34500
CAL	AUR	LG4	60001	61000	0.0121733966745843	407	246	20208	34576
CLV	ARI	LG4	60001	61000	0.0	15	0	720	40368
CLV	AUR	LG4	60001	61000	0.010204081632653	23	8	784	40304
ARI	AUR	LG4	60001	61000	0.0206517620310723	454	436	21112	33672
PAR	CLV	LG4	60001	61000	0.0	23	0	784	40304
PAR	ARI	LG4	60001	61000	0.0168869309838472	499	368	21792	32992
PAR	AUR	LG4	60001	61000	0.0262028259703094	638	586	22364	32420
PUN-Y	PUN-R	LG4	60001	61000	0.0161098598598598	854	1030	63936	21664
LON	PAR	LG4	61001	62000	0.0225389124722053	664	446	19788	37108
LON	PUN-Y	LG4	61001	62000	0.0180127454805566	777	554	30756	40364
LON	PUN-R	LG4	61001	62000	0.0107925801011804	783	384	35580	35540
LON	GRA	LG4	61001	62000	0.0223387280601778	401	392	17548	39348
PAR	PUN-R	LG4	61001	62000	0.0183019127562955	744	532	29068	42052
PAR	PUN-Y	LG4	61001	62000	0.0192638997650743	714	492	25540	45580
GRA	ARI	LG4	61001	62000	0.0204474380562905	336	340	16628	40268
PAR	CAL	LG4	61001	62000	0.0255309534568459	356	452	17704	39192
PAR	GRA	LG4	61001	62000	0.0206913339824732	416	340	16432	40464
GRA	AUR	LG4	61001	62000	0.0202918376652986	390	356	17544	39352
CAL	CLV	LG4	61001	62000	0.0066056910569105	158	26	3936	38736
CAL	ARI	LG4	61001	62000	0.0245007206094296	355	476	19428	37468
PUN-Y	GRA	LG4	61001	62000	0.0206041394741749	438	442	21452	49668
PUN-Y	CAL	LG4	61001	62000	0.018596787827557	412	440	23660	47460
PUN-Y	CLV	LG4	61001	62000	0.0032976092333058	164	16	4852	48488
PUN-Y	ARI	LG4	61001	62000	0.015979032803517	389	378	23656	47464
LON	CAL	LG4	61001	62000	0.0110866959648421	412	222	20024	36872
LON	CLV	LG4	61001	62000	0.0044466403162055	164	18	4048	38624
LON	ARI	LG4	61001	62000	0.0211068471015956	384	418	19804	37092
LON	AUR	LG4	61001	62000	0.0213252791506498	600	466	21852	35044
PUN-R	ARI	LG4	61001	62000	0.0210843373493975	400	532	25232	45888
PUN-R	AUR	LG4	61001	62000	0.0184426229508196	633	558	30256	40864
GRA	CAL	LG4	61001	62000	0.0235602094240837	342	396	16808	40088
GRA	CLV	LG4	61001	62000	0.0050391937290033	157	18	3572	39100
PAR	CLV	LG4	61001	62000	0.0	158	0	3664	39008
PAR	ARI	LG4	61001	62000	0.0197338746053225	377	350	17736	39160
PAR	AUR	LG4	61001	62000	0.0248389108293494	560	478	19244	37652
PUN-Y	PUN-R	LG4	61001	62000	0.012046765147326	839	610	50636	38264
CAL	AUR	LG4	61001	62000	0.0243853687787327	374	488	20012	36884
CLV	ARI	LG4	61001	62000	0.004040404040404	155	16	3960	38712
CLV	AUR	LG4	61001	62000	0.0110998990918264	155	44	3964	38708
ARI	AUR	LG4	61001	62000	0.0219123505976095	361	440	20080	36816
PUN-Y	AUR	LG4	61001	62000	0.0195501984418638	632	532	27212	43908
PUN-R	GRA	LG4	61001	62000	0.0183011049723756	438	424	23168	47952
PUN-R	CAL	LG4	61001	62000	0.0108388312912346	422	276	25464	45656
PUN-R	CLV	LG4	61001	62000	0.0024213075060532	164	12	4956	48384
PUN-Y	GRA	LG4	62001	63000	0.0215835220217661	715	1182	54764	2436
PUN-Y	CAL	LG4	62001	63000	0.0141424045859103	715	750	53032	4168
PUN-Y	CLV	LG4	62001	63000	0.0130140551795939	310	100	7684	35216
PUN-Y	ARI	LG4	62001	63000	0.0140739631681389	715	752	53432	3768
LON	GRA	LG4	62001	63000	0.0231656751397151	715	1028	44376	1384
LON	PUN-R	LG4	62001	63000	0.0175418826534445	715	934	53244	3956
LON	PUN-Y	LG4	62001	63000	0.0161432994250331	715	876	54264	2936
LON	PAR	LG4	62001	63000	0.016137040714995	633	520	32224	13536
PUN-Y	PUN-R	LG4	62001	63000	0.0181408656480185	715	1192	65708	5792
PAR	AUR	LG4	62001	63000	0.0211111111111111	633	684	32400	13360
PAR	ARI	LG4	62001	63000	0.014490895101308	633	452	31192	14568
PAR	CLV	LG4	62001	63000	0.0032840722495894	266	16	4872	29448
GRA	ARI	LG4	62001	63000	0.0202585021541846	715	884	43636	2124
GRA	AUR	LG4	62001	63000	0.0232547838412473	715	1050	45152	608
CAL	CLV	LG4	62001	63000	0.0148963730569948	310	92	6176	28144
CAL	ARI	LG4	62001	63000	0.0100302800908402	715	424	42272	3488
CAL	AUR	LG4	62001	63000	0.0201005025125628	715	880	43780	1980
CLV	ARI	LG4	62001	63000	0.0151515151515151	310	92	6072	28248
CLV	AUR	LG4	62001	63000	0.0209003215434083	310	130	6220	28100
ARI	AUR	LG4	62001	63000	0.0229524588673756	715	1010	44004	1756
PUN-R	ARI	LG4	62001	63000	0.0223732437385461	715	1172	52384	4816
PUN-R	AUR	LG4	62001	63000	0.0299822982740817	715	1626	54232	2968
GRA	CAL	LG4	62001	63000	0.0188409802837663	715	818	43416	2344
GRA	CLV	LG4	62001	63000	0.018217306441119	310	112	6148	28172
LON	AUR	LG4	62001	63000	0.0236051502145922	715	1056	44736	1024
LON	ARI	LG4	62001	63000	0.0181414291003332	715	784	43216	2544
LON	CLV	LG4	62001	63000	0.0075114304376224	310	46	6124	28196
LON	CAL	LG4	62001	63000	0.0157253186935889	715	676	42988	2772
PUN-Y	AUR	LG4	62001	63000	0.0234748587161281	715	1296	55208	1992
PUN-R	GRA	LG4	62001	63000	0.0289084009226877	715	1554	53756	3444
PUN-R	CAL	LG4	62001	63000	0.0212079299216228	715	1104	52056	5144
PUN-R	CLV	LG4	62001	63000	0.0078616352201257	310	60	7632	35268
PAR	PUN-Y	LG4	62001	63000	0.0149826140314992	633	586	39112	18088
PAR	PUN-R	LG4	62001	63000	0.0175715488215488	633	668	38016	19184
PAR	GRA	LG4	62001	63000	0.0174187949417307	633	562	32264	13496
PAR	CAL	LG4	62001	63000	0.0138782785841609	633	436	31416	14344
LON	CAL	LG4	63001	64000	0.0256806062307044	902	1464	57008	784
LON	CLV	LG4	63001	64000	0.0148221343873517	245	90	6072	37272
LON	ARI	LG4	63001	64000	0.0276518906670443	902	1562	56488	1304
LON	AUR	LG4	63001	64000	0.0318941504178273	902	1832	57440	352
CAL	AUR	LG4	63001	64000	0.0180651045320611	902	1030	57016	776
CLV	ARI	LG4	63001	64000	0.0164429530201342	245	98	5960	37384
CLV	AUR	LG4	63001	64000	0.0187007874015748	245	114	6096	37248
ARI	AUR	LG4	63001	64000	0.0202549575070821	902	1144	56480	1312
PUN-R	ARI	LG4	63001	64000	0.0306728993536472	902	2126	69312	2928
PUN-R	AUR	LG4	63001	64000	0.0352520435967302	902	2484	70464	1776
GRA	CAL	LG4	63001	64000	0.020393811533052	902	1160	56880	912
GRA	CLV	LG4	63001	64000	0.0174686882003955	245	106	6068	37276
GRA	ARI	LG4	63001	64000	0.0208555011704618	902	1176	56388	1404
GRA	AUR	LG4	63001	64000	0.0233807928531546	902	1340	57312	480
CAL	CLV	LG4	63001	64000	0.0160761154855643	245	98	6096	37248
CAL	ARI	LG4	63001	64000	0.0082054941134498	902	460	56060	1732
LON	PAR	LG4	63001	64000	0.0281645120045461	902	1586	56312	1480
LON	PUN-Y	LG4	63001	64000	0.0268562856978018	902	1862	69332	2908
LON	PUN-R	LG4	63001	64000	0.0290361035422343	902	2046	70464	1776
LON	GRA	LG4	63001	64000	0.0347197990090027	902	1990	57316	476
PUN-Y	GRA	LG4	63001	64000	0.0296769346356123	902	2054	69212	3028
PUN-Y	CAL	LG4	63001	64000	0.0186465291896601	902	1284	68860	3380
PUN-Y	CLV	LG4	63001	64000	0.0124800849707912	245	94	7532	46648
PUN-Y	ARI	LG4	63001	64000	0.0198547499121471	902	1356	68296	3944
PUN-Y	AUR	LG4	63001	64000	0.0282714054927302	902	1960	69328	2912
PUN-R	GRA	LG4	63001	64000	0.0372888105125433	902	2622	70316	1924
PUN-R	CAL	LG4	63001	64000	0.0289390906491278	902	2024	69940	2300
PUN-R	CLV	LG4	63001	64000	0.006900212314225	245	52	7536	46644
PAR	PUN-Y	LG4	63001	64000	0.0231955728246791	902	1576	67944	4296
PAR	PUN-R	LG4	63001	64000	0.0276249493253026	902	1908	69068	3172
PAR	GRA	LG4	63001	64000	0.0259878960484158	902	1460	56180	1612
PAR	CAL	LG4	63001	64000	0.0172068398082564	902	962	55908	1884
PAR	CLV	LG4	63001	64000	0.0106241699867197	245	64	6024	37320
PAR	ARI	LG4	63001	64000	0.0179164860569281	902	992	55368	2424
PAR	AUR	LG4	63001	64000	0.0241815211987784	902	1362	56324	1468
PUN-Y	PUN-R	LG4	63001	64000	0.0245123384253819	902	2086	85100	5200
CAL	AUR	LG4	64001	65000	0.0479626100372084	756	2114	44076	4372
CLV	ARI	LG4	64001	65000	0.0668202764976958	473	1044	15624	20712
CLV	AUR	LG4	64001	65000	0.0623207301173402	473	956	15340	20996
ARI	AUR	LG4	64001	65000	0.0479587258860475	756	2138	44580	3868
GRA	ARI	LG4	64001	65000	0.0462884957408967	722	1978	42732	5716
GRA	AUR	LG4	64001	65000	0.0436181284889772	722	1844	42276	6172
CAL	CLV	LG4	64001	65000	0.0694840549649987	473	1072	15428	20908
CAL	ARI	LG4	64001	65000	0.0089729921819474	756	404	45024	3424
PUN-Y	GRA	LG4	64001	65000	0.0480947782812151	722	2590	53852	6708
PUN-Y	CAL	LG4	64001	65000	0.0293035107587768	756	1656	56512	4048
PUN-Y	CLV	LG4	64001	65000	0.0568575504381495	473	1116	19628	25792
PUN-Y	ARI	LG4	64001	65000	0.0276726916071178	756	1580	57096	3464
PUN-Y	AUR	LG4	64001	65000	0.0443728309370352	756	2506	56476	4084
PUN-R	GRA	LG4	64001	65000	0.0491815476190476	722	2644	53760	6800
PUN-R	CAL	LG4	64001	65000	0.042481336651262	756	2390	56260	4300
PUN-R	CLV	LG4	64001	65000	0.0487174182871328	473	942	19336	26084
PAR	PUN-Y	LG4	64001	65000	0.042464903435973	738	2190	51572	8988
PAR	PUN-R	LG4	64001	65000	0.0393031737409792	738	2026	51548	9012
PAR	GRA	LG4	64001	65000	0.0368277671274341	710	1460	39644	8804
PAR	CAL	LG4	64001	65000	0.0474235980615171	738	1918	40444	8004
PAR	CLV	LG4	64001	65000	0.0581562320505456	459	810	13928	22408
PAR	ARI	LG4	64001	65000	0.0455706148104498	738	1856	40728	7720
PAR	AUR	LG4	64001	65000	0.0346490796338222	738	1408	40636	7812
PUN-Y	PUN-R	LG4	64001	65000	0.034517147764419	756	2492	72196	3504
LON	PAR	LG4	64001	65000	0.0518504052338638	738	2124	40964	7484
LON	PUN-Y	LG4	64001	65000	0.0359083310114237	756	2062	57424	3136
LON	PUN-R	LG4	64001	65000	0.0382710019536701	756	2194	57328	3232
LON	GRA	LG4	64001	65000	0.0569632044713553	722	2446	42940	5508
LON	CAL	LG4	64001	65000	0.0299198575244879	756	1344	44920	3528
LON	CLV	LG4	64001	65000	0.0600725012946659	473	928	15448	20888
LON	ARI	LG4	64001	65000	0.028875781318778	756	1312	45436	3012
LON	AUR	LG4	64001	65000	0.0550307459228232	756	2470	44884	3564
PUN-R	ARI	LG4	64001	65000	0.0419769565828298	756	2390	56936	3624
PUN-R	AUR	LG4	64001	65000	0.0415484968803176	756	2344	56416	4144
GRA	CAL	LG4	64001	65000	0.0482041587901701	722	2040	42320	6128
GRA	CLV	LG4	64001	65000	0.0641605426794799	446	908	14152	22184
PAR	PUN-Y	LG4	65001	66000	0.0169596434761079	885	1096	64624	6176
PAR	PUN-R	LG4	65001	66000	0.0159932130962106	885	1018	63652	7148
PAR	GRA	LG4	65001	66000	0.018375468164794	872	942	51264	5376
PAR	CAL	LG4	65001	66000	0.0179831806577564	885	958	53272	3368
GRA	ARI	LG4	65001	66000	0.0282555282555282	872	1472	52096	4544
GRA	AUR	LG4	65001	66000	0.0176835006273525	872	902	51008	5632
CAL	CLV	LG4	65001	66000	0.037033309852068	877	1472	39748	2732
CAL	ARI	LG4	65001	66000	0.0076440177252584	885	414	54160	2480
LON	CAL	LG4	65001	66000	0.0147836078130984	885	772	52220	4420
LON	CLV	LG4	65001	66000	0.0418865080219661	877	1556	37148	5332
LON	ARI	LG4	65001	66000	0.0227919102543845	885	1154	50632	6008
LON	AUR	LG4	65001	66000	0.0164205599935447	885	814	49572	7068
CAL	AUR	LG4	65001	66000	0.0167408189427644	885	888	53044	3596
CLV	ARI	LG4	65001	66000	0.0409751037344398	877	1580	38560	3920
CLV	AUR	LG4	65001	66000	0.0329873980726464	877	1246	37772	4708
ARI	AUR	LG4	65001	66000	0.0216258265266433	885	1112	51420	5220
PUN-Y	AUR	LG4	65001	66000	0.0155978665343587	885	1006	64496	6304
PUN-R	GRA	LG4	65001	66000	0.0213882163034705	872	1378	64428	6372
PUN-R	CAL	LG4	65001	66000	0.0120312873178887	885	806	66992	3808
PUN-R	CLV	LG4	65001	66000	0.0381734006734006	877	1814	47520	5580
LON	PAR	LG4	65001	66000	0.0207764025076354	885	1034	49768	6872
LON	PUN-Y	LG4	65001	66000	0.0141405214317277	885	896	63364	7436
LON	PUN-R	LG4	65001	66000	0.0131881466343083	885	826	62632	8168
LON	GRA	LG4	65001	66000	0.0286396181384248	872	1440	50280	6360
PUN-Y	GRA	LG4	65001	66000	0.02339841366687	872	1534	65560	5240
PUN-Y	CAL	LG4	65001	66000	0.0081238594219108	885	552	67948	2852
PUN-Y	CLV	LG4	65001	66000	0.0374400132384577	877	1810	48344	4756
PUN-Y	ARI	LG4	65001	66000	0.011767925561029	885	774	65772	5028
PUN-R	ARI	LG4	65001	66000	0.0176854818831649	885	1148	64912	5888
PUN-R	AUR	LG4	65001	66000	0.0141701674086149	885	904	63796	7004
GRA	CAL	LG4	65001	66000	0.0247532101239516	872	1334	53892	2748
GRA	CLV	LG4	65001	66000	0.0365649811951525	864	1400	38288	4192
PAR	CLV	LG4	65001	66000	0.0351994107124066	877	1338	38012	4468
PAR	ARI	LG4	65001	66000	0.0216902935936168	885	1120	51636	5004
PAR	AUR	LG4	65001	66000	0.0146173348122326	885	738	50488	6152
PUN-Y	PUN-R	LG4	65001	66000	0.0127675276752767	885	1038	81300	7200
LON	CAL	LG4	66001	67000	0.0255463451394122	865	1356	53080	2472
LON	CLV	LG4	66001	67000	0.064066852367688	865	2208	34464	7200
LON	ARI	LG4	66001	67000	0.022864473287051	865	1212	53008	2544
LON	AUR	LG4	66001	67000	0.0238669989098271	865	1226	51368	4184
PAR	CLV	LG4	66001	67000	0.0633635729239358	858	1816	28660	13004
PAR	ARI	LG4	66001	67000	0.0259431807801224	858	1136	43788	11764
PAR	AUR	LG4	66001	67000	0.0267462630440913	858	1138	42548	13004
PUN-Y	PUN-R	LG4	66001	67000	0.0173639463951198	865	1446	83276	3524
PUN-Y	GRA	LG4	66001	67000	0.0627294981640146	730	3280	52288	17152
PUN-Y	CAL	LG4	66001	67000	0.015097205346294	865	994	65840	3600
PUN-Y	CLV	LG4	66001	67000	0.0697587432204974	865	2984	42776	9304
PUN-Y	ARI	LG4	66001	67000	0.0161752162787864	865	1062	65656	3784
PUN-Y	AUR	LG4	66001	67000	0.0327832852302672	865	2090	63752	5688
PUN-R	GRA	LG4	66001	67000	0.0569401840490797	730	2970	52160	17280
PUN-R	CAL	LG4	66001	67000	0.0175135069507679	865	1154	65892	3548
PUN-R	CLV	LG4	66001	67000	0.0660642382245528	865	2822	42716	9364
LON	PAR	LG4	66001	67000	0.0168108445554267	858	754	44852	10700
LON	PUN-Y	LG4	66001	67000	0.0205255004766444	865	1378	67136	2304
LON	PUN-R	LG4	66001	67000	0.0133412745681953	865	896	67160	2280
LON	GRA	LG4	66001	67000	0.0540694907187053	730	2272	42020	13532
PUN-R	ARI	LG4	66001	67000	0.01830900243309	865	1204	65760	3680
PUN-R	AUR	LG4	66001	67000	0.0265883977900552	865	1694	63712	5728
GRA	CAL	LG4	66001	67000	0.070339637205712	730	2916	41456	14096
GRA	CLV	LG4	66001	67000	0.0486771700356718	730	1310	26912	14752
GRA	ARI	LG4	66001	67000	0.0649579338681275	730	2656	40888	14664
GRA	AUR	LG4	66001	67000	0.0514032793481541	730	2044	39764	15788
CAL	CLV	LG4	66001	67000	0.0783423720820561	865	2658	33928	7736
CAL	ARI	LG4	66001	67000	0.0128373168851195	865	666	51880	3672
CAL	AUR	LG4	66001	67000	0.0380417589370452	865	1924	50576	4976
CLV	ARI	LG4	66001	67000	0.0737275002980093	865	2474	33556	8108
CLV	AUR	LG4	66001	67000	0.0657160194174757	865	2166	32960	8704
ARI	AUR	LG4	66001	67000	0.0326555023923445	865	1638	50160	5392
PAR	PUN-Y	LG4	66001	67000	0.0251982696467195	858	1398	55480	13960
PAR	PUN-R	LG4	66001	67000	0.0186798157212784	858	1038	55568	13872
PAR	GRA	LG4	66001	67000	0.050796332046332	723	1684	33152	22400
PAR	CAL	LG4	66001	67000	0.0298786607061399	858	1310	43844	11708
GRA	CLV	LG4	67001	68000	0.0431307495098778	634	1144	26524	7076
CAL	ARI	LG4	67001	68000	0.0149709746410021	699	588	39276	5524
CAL	AUR	LG4	67001	68000	0.0079159613661256	696	318	40172	4628
CLV	ARI	LG4	67001	68000	0.044151212553495	697	1238	28040	5560
CLV	AUR	LG4	67001	68000	0.0458734525447042	694	1334	29080	4520
ARI	AUR	LG4	67001	68000	0.0164134707319664	696	618	37652	7148
PAR	PUN-Y	LG4	67001	68000	0.0155042088988146	698	722	46568	9432
LON	AUR	LG4	67001	68000	0.0066797642436149	696	272	40720	4080
PUN-R	CAL	LG4	67001	68000	0.0052957471077073	699	260	49096	6904
PUN-R	CLV	LG4	67001	68000	0.0467866033039149	697	1654	35352	6648
PUN-R	ARI	LG4	67001	68000	0.0136723852651746	699	628	45932	10068
PUN-R	AUR	LG4	67001	68000	0.0085695175988629	696	410	47844	8156
GRA	CAL	LG4	67001	68000	0.0453897598947483	634	1656	36484	8316
CAL	CLV	LG4	67001	68000	0.0471559877447715	697	1416	30028	3572
GRA	ARI	LG4	67001	68000	0.0412694722157637	634	1420	34408	10392
GRA	AUR	LG4	67001	68000	0.0433570256971022	634	1586	36580	8220
LON	ARI	LG4	67001	68000	0.014937424303593	699	592	39632	5168
PUN-R	GRA	LG4	67001	68000	0.0443336355394378	634	1956	44120	11880
PAR	AUR	LG4	67001	68000	0.0166838311019567	695	648	38840	5960
PUN-Y	PUN-R	LG4	67001	68000	0.0106125356125356	699	596	56160	13840
PUN-Y	GRA	LG4	67001	68000	0.0447732878011762	634	1888	42168	13832
PUN-Y	CAL	LG4	67001	68000	0.0106365159128978	699	508	47760	8240
PUN-Y	CLV	LG4	67001	68000	0.0463514302393461	697	1588	34260	7740
PUN-Y	ARI	LG4	67001	68000	0.0130400070966025	699	588	45092	10908
PUN-Y	AUR	LG4	67001	68000	0.0131395753567699	696	604	45968	10032
LON	PUN-Y	LG4	67001	68000	0.0103674214149456	699	500	48228	7772
LON	PUN-R	LG4	67001	68000	0.0045923300032226	699	228	49648	6352
LON	CAL	LG4	67001	68000	0.0031645569620253	699	134	42344	2456
LON	CLV	LG4	67001	68000	0.0464412577292461	697	1412	30404	3196
LON	GRA	LG4	67001	68000	0.0451483211996088	634	1662	36812	7988
LON	PAR	LG4	67001	68000	0.0158017947717518	698	648	41008	3792
PAR	ARI	LG4	67001	68000	0.0135050578788194	698	518	38356	6444
PAR	CLV	LG4	67001	68000	0.0437335912670996	696	1266	28948	4652
PAR	CAL	LG4	67001	68000	0.0167159763313609	698	678	40560	4240
PAR	GRA	LG4	67001	68000	0.0369488835996826	633	1304	35292	9508
PAR	PUN-R	LG4	67001	68000	0.0148460565162378	698	704	47420	8580
LON	AUR	LG4	68001	69000	0.0116279069767441	878	576	49536	6976
LON	ARI	LG4	68001	69000	0.0133664905191171	878	688	51472	5040
LON	CLV	LG4	68001	69000	0.0387023335230506	870	1360	35140	7244
PAR	PUN-Y	LG4	68001	69000	0.0156220472440944	879	992	63500	7140
LON	CAL	LG4	68001	69000	0.004049528852893	877	208	51364	5148
LON	GRA	LG4	68001	69000	0.0446034404018876	878	2344	52552	3960
LON	PUN-R	LG4	68001	69000	0.0061168726324287	878	394	64412	6228
CAL	ARI	LG4	68001	69000	0.0136497595780983	878	704	51576	4936
CAL	CLV	LG4	68001	69000	0.0381312846006101	870	1350	35404	6980
GRA	AUR	LG4	68001	69000	0.0458075143148482	879	2336	50996	5516
GRA	ARI	LG4	68001	69000	0.041896695152386	879	2216	52892	3620
GRA	CLV	LG4	68001	69000	0.0343050321436488	871	1238	36088	6296
GRA	CAL	LG4	68001	69000	0.0443263757115749	878	2336	52700	3812
PUN-Y	GRA	LG4	68001	69000	0.0415017318159327	879	2684	64672	5968
PAR	PUN-R	LG4	68001	69000	0.0159725654967869	879	1034	64736	5904
PAR	GRA	LG4	68001	69000	0.0471085610750415	879	2496	52984	3528
PAR	CAL	LG4	68001	69000	0.0160878644906798	878	832	51716	4796
PAR	CLV	LG4	68001	69000	0.040645816868014	871	1440	35428	6956
PAR	ARI	LG4	68001	69000	0.0155020823692734	879	804	51864	4648
PAR	AUR	LG4	68001	69000	0.0168997203355972	879	846	50060	6452
PUN-Y	PUN-R	LG4	68001	69000	0.0090413173047782	879	716	79192	9108
PUN-R	ARI	LG4	68001	69000	0.012779256142088	879	826	64636	6004
PUN-R	AUR	LG4	68001	69000	0.0125602312881464	879	782	62260	8380
LON	PAR	LG4	68001	69000	0.0163005511138709	878	840	51532	4980
LON	PUN-Y	LG4	68001	69000	0.008696477136171	878	550	63244	7396
ARI	AUR	LG4	68001	69000	0.0147565963589702	879	736	49876	6636
PUN-Y	CAL	LG4	68001	69000	0.009313632632443	878	590	63348	7292
PUN-Y	CLV	LG4	68001	69000	0.0367951430411185	871	1600	43484	9496
PUN-Y	ARI	LG4	68001	69000	0.0112955133463747	879	716	63388	7252
PUN-Y	AUR	LG4	68001	69000	0.0131458169420403	879	802	61008	9632
PUN-R	GRA	LG4	68001	69000	0.0440428623320014	879	2910	66072	4568
PUN-R	CAL	LG4	68001	69000	0.0068497396479047	878	442	64528	6112
PUN-R	CLV	LG4	68001	69000	0.0384929641398093	871	1696	44060	8920
CAL	AUR	LG4	68001	69000	0.0116335238708638	878	578	49684	6828
CLV	ARI	LG4	68001	69000	0.0372575706022456	871	1314	35268	7116
